Time (h),U1 (V),U2 (V),U3 (V),U4 (V),U5 (V),Utot (V),J (A/cmｲ),I (A),TinH2 (C),ToutH2 (C),TinAIR (C),ToutAIR (C),TinWAT (C),ToutWAT (C),PinAIR (mbara),PoutAIR (mbara),PoutH2 (mbara),PinH2 (mbara),DinH2 (l/mn),DoutH2 (l/mn),DinAIR (l/mn),DoutAIR (l/mn),DWAT (l/mn),HrAIRFC (%)
429.5,0.644968272,0.638763763,0.636743276,0.636019206,0.626614409,3.183,0.70056,70.056,28.966,38.499,46.714,51.301,53.645,55.454,1297.711,1265.618,1296.594,1284.173,4.794,2.126,23.038,21.265,1.988,52.357
430,0.644424477,0.638325736,0.636140567,0.635582819,0.62616785,3.182,0.70056,70.056,28.784,38.05,46.51,51.253,53.709,55.486,1295.378,1263.114,1302.125,1289.527,4.796,2.179,23.036,21.265,1.909,52.204
430.5,0.643701199,0.637661906,0.635330873,0.634971605,0.625496466,3.18,0.70061,70.061,28.731,37.845,46.602,51.1,53.63,55.359,1300.839,1267.439,1301.897,1288.844,4.795,2.148,23.036,21.263,1.929,52.54
431,0.642824337,0.636770323,0.6343511,0.634150045,0.624520065,3.178,0.70061,70.061,28.68,37.986,46.587,51.186,53.687,55.41,1299.076,1266.7,1302.068,1289.755,4.793,2.068,23.036,21.268,1.948,53.559
431.5,0.641815515,0.63569354,0.633251274,0.633137038,0.6232325,3.166,0.70061,70.061,28.667,38.096,46.419,51.038,53.057,55.064,1300.327,1267.667,1303.152,1289.983,4.795,2.068,23.036,21.27,1.934,52.988
432,0.640702151,0.634508996,0.632102248,0.632014834,0.621732833,3.161,0.70066,70.066,28.685,38.072,46.435,51.209,53.683,55.489,1302.887,1270.342,1302.296,1289.356,4.794,2.17,23.036,21.266,1.951,52.055
432.5,0.639530753,0.633300663,0.630978193,0.630865045,0.620174948,3.155,0.70061,70.061,28.763,38.272,46.312,51.235,53.706,55.468,1300.782,1267.781,1294.655,1281.895,4.813,2.068,23.034,21.202,2.059,52.15
433,0.638370822,0.632151162,0.629938321,0.629729968,0.618710323,3.147,0.70061,70.061,28.764,38.4,46.44,51.17,53.602,55.314,1300.156,1267.667,1300.414,1287.534,4.796,2.17,23.036,21.261,2.038,53.267
433.5,0.637309427,0.631156413,0.629043412,0.628648265,0.617476663,3.143,0.70061,70.061,28.804,38.237,44.882,51.243,53.675,55.455,1298.166,1265.561,1304.749,1292.261,4.795,2.089,23.036,21.255,2.004,52.15
434,0.636455206,0.630425962,0.628380734,0.627712389,0.616611941,3.136,0.70061,70.061,28.864,38.217,46.258,51.214,53.631,55.44,1302.375,1269.943,1298.875,1286.338,4.794,2.149,23.036,21.327,2.016,52.224
434.5,0.635938597,0.630050853,0.628046151,0.627077084,0.616240074,3.13,0.70061,70.061,28.864,38.349,46.4,51.155,53.6,55.415,1304.195,1271.992,1296.993,1285.085,4.795,2.148,23.039,21.325,2.028,52.428
435,0.635869923,0.630068717,0.628101288,0.626888371,0.616411311,3.132,0.70061,70.061,28.875,38.253,46.443,51.267,53.685,55.491,1301.522,1269.431,1298.875,1285.483,4.794,2.148,23.036,21.329,2.014,53.358
435.5,0.636273963,0.630458212,0.628553595,0.627178324,0.61705538,3.135,0.70061,70.061,28.878,38.288,46.466,51.131,53.554,55.254,1301.465,1268.919,1301.042,1288.787,4.793,2.17,23.036,21.266,2.019,52.807
436,0.637070408,0.631154696,0.629357838,0.627838733,0.618015299,3.143,0.70056,70.056,28.922,38.562,45.163,51.289,53.486,55.41,1301.977,1269.09,1302.81,1289.755,4.794,2.09,23.034,21.276,2.022,52.242
436.5,0.638118683,0.63206729,0.630418305,0.628715443,0.619132369,3.148,0.70061,70.061,28.911,38.227,46.218,51.206,53.671,55.444,1303.399,1269.943,1298.247,1285.426,4.794,2.148,23.036,21.329,2.019,52.065
437,0.639278127,0.633096284,0.631601381,0.62971126,0.620294771,3.153,0.70061,70.061,28.888,38.399,46.53,51.258,53.699,55.496,1299.986,1267.098,1294.655,1282.009,4.793,2.148,23.036,21.331,2.018,53.337
437.5,0.64044413,0.634149241,0.632767095,0.630784003,0.62142986,3.16,0.70066,70.066,28.792,38.643,46.524,51.37,53.758,55.437,1297.426,1264.651,1304.578,1292.147,4.795,2.109,23.036,21.261,2.018,52.284
438,0.641560888,0.635152231,0.633803105,0.631884017,0.622490824,3.168,0.70066,70.066,28.85,38.202,46.497,51.119,53.581,55.387,1302.204,1268.805,1304.692,1291.806,4.795,2.089,23.034,21.266,2.031,52.446
438.5,0.64261547,0.636059097,0.634650342,0.632936733,0.623458722,3.17,0.70061,70.061,28.818,38.356,46.471,51.179,53.585,55.403,1298.222,1265.732,1296.194,1283.148,4.796,2.046,23.036,21.257,2.012,52.382
439,0.643610372,0.636855192,0.635317251,0.633875459,0.624336972,3.175,0.70061,70.061,28.772,38.008,46.403,51.28,53.676,55.488,1301.579,1268.748,1297.734,1284.629,4.794,2.126,23.036,21.329,2.012,52.129
439.5,0.644532785,0.637549574,0.63586514,0.634660771,0.625132487,3.179,0.70061,70.061,28.679,37.663,46.44,51.254,53.598,55.339,1298.052,1265.732,1300.015,1286.964,4.796,2.089,23.034,21.259,2.042,53.16
440,0.645343999,0.638163546,0.63636071,0.635279019,0.625846507,3.181,0.70061,70.061,28.665,37.857,46.457,51.21,53.627,55.454,1298.848,1266.472,1299.445,1286.395,4.797,2.139,23.036,21.263,1.978,52.478
440.5,0.64599077,0.638723984,0.636837892,0.635752103,0.626483509,3.186,0.70061,70.061,28.735,38.067,46.368,51.254,53.527,55.457,1299.986,1266.529,1298.875,1285.597,4.796,2.108,23.036,21.266,1.977,52.927
441,0.64643397,0.639257954,0.637308189,0.636149126,0.627062339,3.187,0.70066,70.066,28.686,38.134,45.177,51.176,53.653,55.412,1301.067,1268.065,1296.651,1284.344,4.794,2.106,23.039,21.208,2.057,52.168
441.5,0.64668526,0.639782632,0.637790688,0.636565275,0.627608557,3.187,0.70061,70.061,28.567,37.853,45.98,51.008,53.503,55.082,1296.573,1264.082,1296.365,1284.173,4.795,2.108,23.036,21.265,1.982,52.874
442,0.646819523,0.640293868,0.638304452,0.637071461,0.628131869,3.191,0.70066,70.066,28.503,38.14,46.273,51.262,53.624,55.509,1297.654,1265.106,1294.312,1282.009,4.795,2.125,23.036,21.265,1.934,51.967
442.5,0.646936388,0.640764156,0.638829049,0.637673529,0.628616574,3.191,0.70066,70.066,28.486,37.859,46.2,51.052,53.662,55.424,1296.516,1262.83,1295.681,1283.262,4.795,2.068,23.038,21.265,2.065,52.17
443,0.647097734,0.641160425,0.639298764,0.638308475,0.629035682,3.198,0.70061,70.061,28.612,38.528,46.18,51.273,53.738,55.452,1300.043,1266.813,1301.555,1289.186,4.794,2.127,23.036,21.268,2.082,52.381
443.5,0.647301774,0.641469903,0.639651449,0.638875152,0.629368581,3.197,0.70061,70.061,28.737,38.39,45.09,51.232,53.738,55.476,1296.061,1263.114,1296.708,1284.287,4.794,2.128,23.036,21.268,2.054,52.003
444,0.647511908,0.641706891,0.639877722,0.639280248,0.629603585,3.199,0.70061,70.061,28.813,38.356,46.208,51.28,53.68,55.424,1298.791,1265.732,1296.594,1284.116,4.793,2.126,23.038,21.266,2.019,52.261
444.5,0.647696381,0.641895522,0.640019129,0.639478047,0.629733702,3.2,0.70061,70.061,28.849,38.879,46.393,51.313,53.733,55.468,1302.83,1269.943,1301.669,1289.129,4.795,2.068,23.034,21.265,2.008,52.07
445,0.647842749,0.642050722,0.640125083,0.63948948,0.62976157,3.2,0.70061,70.061,28.858,38.957,46.151,51.289,53.669,55.495,1297.597,1265.106,1295.852,1282.977,4.796,2.046,23.106,21.266,1.996,52.034
445.5,0.647957234,0.642172813,0.640213163,0.639387493,0.629709611,3.199,0.70066,70.066,28.809,37.876,46.102,51.213,53.643,55.354,1298.734,1265.732,1304.635,1291.407,4.793,2.089,23.038,21.266,2.027,52.374
446,0.648061168,0.6422549,0.640266112,0.639249733,0.629615842,3.2,0.70066,70.066,28.836,38.201,46.371,51.275,53.636,55.392,1298.905,1266.358,1300.414,1287.534,4.796,2.147,23.036,21.259,2.005,52.973
446.5,0.648174197,0.64229474,0.640266911,0.639117738,0.629516059,3.199,0.70061,70.061,28.804,37.971,45.4,51.216,53.658,55.405,1298.962,1266.415,1297.335,1283.831,4.795,2.126,23.038,21.263,1.997,52.395
447,0.648286043,0.642296654,0.640236988,0.639005624,0.629437127,3.2,0.70066,70.066,28.856,38.429,46.182,51.415,53.717,55.464,1298.848,1266.529,1304.235,1291.692,4.793,2.171,23.038,21.234,2.011,52.171
447.5,0.648348514,0.642264604,0.640231131,0.638935079,0.629406999,3.199,0.70066,70.066,28.94,38.081,46.224,51.26,53.733,55.504,1300.327,1266.7,1305.034,1292.432,4.795,2.089,23.036,21.268,2.009,52.055
448,0.648312966,0.642205181,0.640284787,0.638932694,0.629452698,3.197,0.70061,70.061,28.619,38.159,46.309,51.121,53.589,55.318,1298.848,1266.244,1294.712,1282.009,4.816,2.108,23.036,21.261,1.997,52.361
448.5,0.648185303,0.64213808,0.640376061,0.638993367,0.629572625,3.201,0.70046,70.046,28.823,38.27,45.357,51.325,53.686,55.363,1299.701,1267.041,1297.164,1283.319,4.797,2.027,23.038,21.276,2.028,52.434
449,0.64803936,0.642091823,0.640454272,0.639077846,0.629722265,3.2,0.70061,70.061,29.009,38.583,45.919,51.372,53.76,55.477,1298.734,1266.529,1294.655,1281.041,4.795,2.126,23.036,21.265,2.015,51.854
449.5,0.647968021,0.642083931,0.640496199,0.639150019,0.629843048,3.198,0.70061,70.061,28.849,38.461,46.48,51.213,53.669,55.433,1301.408,1269.545,1297.791,1285.255,4.795,2.148,23.036,21.259,2.058,52.345
450,0.648016539,0.642105475,0.640517485,0.63919927,0.629905961,3.199,0.70066,70.066,28.696,38.279,46.258,51.302,53.639,55.351,1295.833,1263.114,1303.551,1291.236,4.796,2.088,23.032,21.266,2.029,52.424
450.5,0.648158221,0.642124539,0.640544435,0.639236312,0.629925807,3.202,0.70061,70.061,28.913,38.336,46.302,51.409,53.646,55.484,1303.001,1270.285,1301.213,1288.844,4.798,2.148,23.038,21.265,2.05,52.085
451,0.648325397,0.642115187,0.640590557,0.639288413,0.629940453,3.2,0.70061,70.061,28.946,38.245,46.26,51.094,53.559,55.333,1303.001,1270.854,1299.616,1287.648,4.815,2.149,23.038,21.331,2.044,52.468
451.5,0.648455767,0.642094475,0.640642338,0.639385018,0.629975688,3.198,0.70066,70.066,28.683,37.843,45.186,51.205,53.106,55.343,1301.124,1268.065,1295.567,1282.066,4.796,2.122,23.036,21.331,2.031,52.411
452,0.648517012,0.642118174,0.640660088,0.639529998,0.630023238,3.203,0.70061,70.061,28.951,38.348,45.969,51.441,53.805,55.484,1299.986,1267.212,1304.292,1290.211,4.793,2.091,23.077,21.329,2.05,52.213
452.5,0.648511445,0.642221004,0.64061966,0.639693521,0.630054545,3.202,0.70066,70.066,28.867,38.053,45.848,51.271,53.6,55.491,1300.27,1268.35,1294.369,1281.097,4.795,2.091,23.034,21.261,2.006,52.066
453,0.648470694,0.642370622,0.640552388,0.63983083,0.630053508,3.2,0.70061,70.061,28.787,38.545,45.819,51.263,53.719,55.437,1296.402,1263.342,1300.015,1287.591,4.794,2.061,23.036,21.331,2.055,52.21
453.5,0.648430675,0.642494215,0.640506177,0.639898861,0.630026214,3.201,0.70061,70.061,28.971,38.255,45.841,51.284,53.695,55.443,1297.881,1265.391,1305.547,1292.888,4.795,2.106,23.036,21.204,2.042,53.203
454,0.648395966,0.642533003,0.640471225,0.639869105,0.629979249,3.203,0.70066,70.066,29.05,38.457,45.422,51.33,53.723,55.5,1299.986,1267.098,1298.475,1284.743,4.794,2.068,23.036,21.272,2.039,52.272
454.5,0.648329341,0.642458522,0.640389591,0.639746963,0.62990059,3.202,0.70066,70.066,29.107,38.385,46.202,51.35,53.641,55.5,1298.734,1266.415,1305.718,1293.173,4.794,2.068,23.038,21.268,2.016,52.991
455,0.648181742,0.642268323,0.640236853,0.639572313,0.629766069,3.201,0.70071,70.071,29.113,37.889,46.122,51.176,53.608,55.4,1298.905,1266.529,1295.282,1281.838,4.793,2.068,23.036,21.259,2.031,52.253
455.5,0.647936064,0.64199906,0.64004962,0.639387302,0.629561627,3.199,0.70066,70.066,28.934,38.537,46.072,51.273,53.697,55.488,1298.052,1265.675,1297.791,1284.629,4.795,2.128,23.036,21.255,2.028,52.128
456,0.647628919,0.641726742,0.639869614,0.639204878,0.629297157,3.197,0.70066,70.066,28.81,37.724,45.472,51.161,53.446,55.222,1300.043,1267.61,1305.49,1291.635,4.795,2.149,23.034,21.268,2.024,53.542
456.5,0.64733208,0.64152217,0.639697331,0.639014038,0.629000503,3.196,0.70061,70.061,28.771,38.324,46.13,51.266,53.684,55.454,1300.1,1267.667,1294.655,1282.977,4.793,2.126,23.036,21.331,2.032,52.129
457,0.647111889,0.641406524,0.639501958,0.638812134,0.628705696,3.196,0.70066,70.066,28.927,38.086,46.188,51.353,53.758,55.485,1299.815,1266.87,1297.848,1284.914,4.797,2.149,23.036,21.259,2.029,52.148
457.5,0.647004344,0.64135847,0.639254259,0.638623652,0.628450226,3.194,0.70061,70.061,29.075,38.315,45.183,51.323,53.717,55.458,1300.327,1267.439,1302.582,1290.097,4.793,2.089,23.038,21.329,2.05,52.162
458,0.647015933,0.641351855,0.638962779,0.638485404,0.62827419,3.193,0.70061,70.061,29.044,38.37,46.087,51.285,53.67,55.447,1299.019,1266.529,1301.726,1290.211,4.795,2.17,23.036,21.263,2.039,52.235
458.5,0.647128647,0.641379528,0.638703905,0.638419713,0.628209265,3.194,0.70061,70.061,28.995,38.116,46.212,51.256,53.65,55.414,1299.929,1266.813,1303.494,1291.35,4.795,2.171,23.093,21.27,2.044,52.756
459,0.647303244,0.641455194,0.638596913,0.638425989,0.62826378,3.192,0.70061,70.061,29.009,38.45,46.379,51.22,53.614,55.37,1300.043,1267.553,1303.437,1291.92,4.794,2.089,23.038,21.331,2.038,52.46
459.5,0.647497218,0.641596688,0.63870758,0.638490704,0.628414969,3.192,0.70056,70.056,29.009,38.331,46.362,51.318,53.674,55.421,1299.588,1267.496,1297.677,1284.401,4.795,2.126,23.038,21.282,2.053,53.588
460,0.647695623,0.641794752,0.638976793,0.638595203,0.628616156,3.198,0.70061,70.061,29.003,38.354,45.388,51.294,53.693,55.443,1300.668,1267.781,1294.94,1282.009,4.794,2.126,23.034,21.329,2.055,52.07
460.5,0.647917383,0.642000125,0.6392757,0.638719565,0.62882352,3.197,0.70066,70.066,29.006,38.758,46.318,51.388,53.69,55.443,1298.222,1265.732,1302.125,1289.983,4.793,2.046,23.036,21.259,2.053,52.214
461,0.648176177,0.642153878,0.639529039,0.638853794,0.629027063,3.198,0.70061,70.061,28.923,38.392,46.299,51.215,53.642,55.418,1301.124,1268.634,1304.007,1291.179,4.795,2.17,23.038,21.246,2.065,52.101
461.5,0.648437987,0.642232263,0.639760605,0.639001179,0.629250507,3.198,0.70066,70.066,28.651,37.786,45.226,51.151,53.737,55.484,1302.546,1269.943,1295.909,1283.205,4.815,2.046,23.036,21.268,2.049,51.889
462,0.648634703,0.642259464,0.64002643,0.639159285,0.6295097,3.199,0.70066,70.066,28.495,38.242,45.922,51.263,53.692,55.454,1298.848,1266.187,1296.651,1283.148,4.793,2.109,23.034,21.265,2.055,52.109
462.5,0.648720775,0.642282711,0.640328846,0.639307478,0.629772618,3.202,0.70066,70.066,28.813,38.434,46.024,51.402,53.757,55.487,1300.668,1267.553,1304.521,1291.236,4.815,2.19,23.036,21.266,2.02,52.036
463,0.648709174,0.642338053,0.640600934,0.639423514,0.629972529,3.201,0.70066,70.066,29.017,38.566,46.307,51.441,53.775,55.478,1301.01,1268.805,1301.213,1287.875,4.793,2.087,23.036,21.141,1.989,52.197
463.5,0.648654422,0.642429747,0.640771642,0.63950238,0.630063965,3.203,0.70061,70.061,29.069,38.453,46.209,51.374,53.69,55.437,1302.09,1269.431,1298.59,1285.369,4.793,2.128,23.038,21.299,1.993,52.638
464,0.648606663,0.642534679,0.640843122,0.639550175,0.630055512,3.202,0.70066,70.066,29.072,38.513,44.87,51.294,53.696,55.479,1300.1,1268.634,1304.578,1292.546,4.793,2.189,23.036,21.261,1.97,52.143
464.5,0.648577575,0.642623762,0.640890789,0.639573021,0.62998845,3.199,0.70061,70.061,28.717,38.07,45.409,51.193,53.539,55.363,1297.085,1264.537,1303.266,1291.065,4.794,2.089,23.034,21.266,1.974,52.433
465,0.648541962,0.642673281,0.640982732,0.639590183,0.629902853,3.204,0.70061,70.061,28.858,39.941,45.688,51.395,53.732,55.482,1300.953,1267.667,1298.704,1285.768,4.792,2.126,23.038,21.268,1.968,52.361
465.5,0.648472705,0.642666033,0.64111437,0.639650982,0.629830009,3.202,0.70061,70.061,29.015,38.554,45.253,51.382,53.584,55.357,1299.588,1266.244,1303.551,1291.293,4.797,2.171,23.036,21.266,1.978,52.838
466,0.648375986,0.642604439,0.641221012,0.639807887,0.629793843,3.2,0.70061,70.061,28.894,38.495,45.247,51.258,53.685,55.435,1298.734,1266.529,1305.775,1294.54,4.796,2.068,23.038,21.265,1.982,51.995
466.5,0.648289722,0.642522593,0.641231747,0.640055123,0.629796968,3.202,0.70061,70.061,28.758,37.838,46.192,51.182,53.703,55.497,1302.147,1268.919,1294.426,1280.984,4.795,2.126,23.036,21.268,1.98,51.847
467,0.648252393,0.642464956,0.641117992,0.640306252,0.629812104,3.203,0.70061,70.061,28.824,39.67,46.252,51.298,53.689,55.388,1301.237,1268.634,1296.936,1284.002,4.795,2.068,23.036,21.202,1.974,52.265
467.5,0.648284299,0.642448851,0.640918047,0.64045059,0.629805555,3.203,0.70061,70.061,28.971,38.253,46.455,51.336,53.549,55.485,1302.716,1270.057,1295.396,1283.034,4.795,2.126,23.036,21.265,1.981,52.235
468,0.648390087,0.642456721,0.640720949,0.640433742,0.629770409,3.201,0.70061,70.061,28.951,37.876,46.281,51.249,53.711,55.481,1301.124,1268.407,1297.221,1284.401,4.794,2.126,23.036,21.259,1.986,51.996
468.5,0.648556106,0.642459851,0.640615639,0.640286479,0.629729217,3.201,0.70071,70.071,28.763,38.361,45.247,51.268,53.617,55.382,1298.848,1266.529,1302.296,1290.894,4.799,2.09,23.036,21.263,1.996,52.175
469,0.648747045,0.642440065,0.640640372,0.64009132,0.629709659,3.201,0.70061,70.061,28.919,38.085,46.203,51.273,53.664,55.411,1296.573,1265.277,1294.426,1282.237,4.796,2.126,23.036,21.284,1.997,52.106
469.5,0.64892389,0.642394993,0.640764073,0.639932679,0.629730409,3.203,0.70061,70.061,28.966,38.189,46.455,51.071,53.607,55.28,1298.45,1265.903,1304.292,1291.92,4.795,2.171,23.036,21.263,1.996,52.449
470,0.649064646,0.642335503,0.640912067,0.639864994,0.62980489,3.2,0.70061,70.061,29.061,38.322,46.419,51.354,53.723,55.497,1295.89,1264.139,1304.064,1291.806,4.795,2.091,23.036,21.266,2.014,52.122
470.5,0.649159783,0.642281122,0.641022831,0.639897925,0.629935484,3.203,0.70071,70.071,29.075,38.603,46.437,51.265,53.726,55.479,1299.986,1267.838,1298.932,1286.395,4.816,2.126,23.036,21.261,1.993,52.052
471,0.649201457,0.64225502,0.641091601,0.639993888,0.630100276,3.203,0.70066,70.066,29.108,38.486,46.469,51.299,53.652,55.384,1301.124,1269.033,1300.015,1287.42,4.794,2.169,23.039,21.329,1.988,53.099
471.5,0.649192891,0.64227813,0.641160183,0.640084347,0.630262019,3.203,0.70061,70.061,29.138,38.155,46.558,51.401,53.762,55.47,1299.986,1267.667,1302.353,1290.496,4.796,2.055,23.036,21.329,2,52.12
472,0.649155898,0.642357339,0.64126648,0.64010557,0.630390578,3.203,0.70066,70.066,29.133,38.507,46.633,51.214,53.513,55.169,1301.18,1268.521,1305.718,1293.97,4.795,2.09,23.036,21.266,2.007,53.025
472.5,0.649109504,0.642475322,0.641402884,0.64003752,0.630464228,3.203,0.70066,70.066,28.838,37.921,46.582,51.167,53.573,55.382,1301.579,1268.976,1297.278,1284.401,4.794,2.126,23.036,21.261,1.996,52.321
473,0.649043632,0.642597454,0.641515594,0.63991574,0.630461493,3.206,0.70061,70.061,28.882,38.435,46.581,51.418,53.773,55.478,1301.067,1267.895,1303.494,1292.318,4.796,2.088,23.036,21.263,2.013,52.963
473.5,0.6489294,0.64269101,0.641538243,0.639800089,0.630378564,3.203,0.70061,70.061,29.081,38.404,46.364,51.411,53.677,55.418,1297.767,1266.472,1296.023,1283.774,4.795,2.126,23.036,21.331,2.004,52.161
474,0.648756766,0.642733866,0.641437083,0.639729839,0.630250236,3.203,0.70071,70.071,29.107,38.637,46.622,51.154,53.713,55.475,1301.863,1268.862,1298.875,1287.078,4.794,2.148,23.036,21.272,2.015,52.102
474.5,0.64855389,0.642710453,0.641242139,0.639711238,0.63012952,3.204,0.70066,70.066,28.907,37.95,46.472,51.272,53.683,55.439,1303.228,1270.398,1303.38,1292.261,4.793,2.089,23.036,21.28,2.001,52.095
475,0.648371098,0.642613012,0.641035931,0.639735329,0.630045731,3.199,0.70066,70.066,28.723,37.752,46.584,51.396,53.683,55.412,1297.938,1265.448,1296.137,1283.604,4.795,2.045,23.038,21.327,2.012,52.439
475.5,0.64825129,0.642451087,0.640896384,0.639786291,0.629991036,3.202,0.70061,70.061,28.957,38.469,46.494,51.286,53.727,55.456,1301.067,1268.634,1299.103,1286.964,4.797,2.046,23.036,21.263,2.012,52.045
476,0.648206432,0.642254495,0.640842129,0.639833749,0.629941821,3.201,0.70076,70.076,29.118,38.403,46.397,51.389,53.75,55.474,1297.54,1264.309,1295.282,1282.464,4.795,2.108,23.036,21.266,2.003,52.02
476.5,0.648210183,0.642067624,0.640827097,0.639837273,0.629888213,3.2,0.70071,70.071,29.148,38.522,46.445,51.35,53.717,55.44,1296.744,1263.797,1304.692,1293.116,4.794,2.09,23.036,21.266,2.009,52.082
477,0.64821801,0.641942583,0.640779367,0.639771441,0.629848878,3.203,0.70061,70.061,29.165,38.354,46.423,51.421,53.725,55.461,1302.546,1270.967,1305.205,1292.888,4.796,2.148,23.036,21.268,2.008,52.197
477.5,0.648205952,0.641924145,0.640657807,0.639648482,0.629856521,3.199,0.70061,70.061,29.164,38.865,46.391,51.4,53.64,55.352,1297.426,1265.106,1303.494,1291.122,4.793,2.07,23.036,21.261,2.003,52.5
478,0.648189339,0.642021128,0.640489799,0.639517467,0.629917889,3.199,0.70066,70.066,29.105,38.275,46.44,51.28,53.671,55.433,1299.701,1266.586,1293.913,1281.439,4.778,2.148,23.036,21.266,1.988,52.845
478.5,0.648199581,0.642184867,0.640351531,0.639437638,0.629989852,3.199,0.70071,70.071,29,37.993,46.405,51.259,53.697,55.464,1295.606,1263.171,1304.35,1291.35,4.795,2.09,23.036,21.265,1.989,53.003
479,0.648250712,0.642328982,0.64030067,0.639442547,0.630011511,3.202,0.70076,70.076,28.881,38.164,46.472,51.285,53.685,55.444,1301.863,1269.773,1303.665,1289.983,4.796,2.17,23.034,21.27,1.997,51.939
479.5,0.64834069,0.642384129,0.64032439,0.639517378,0.629964173,3.2,0.70071,70.071,28.804,38.042,46.247,51.336,53.718,55.489,1299.986,1267.098,1303.551,1289.812,4.796,2.171,23.036,21.263,2.015,52.118
480,0.648475936,0.642335789,0.640354098,0.639605515,0.629885316,3.201,0.70066,70.066,28.806,38.404,46.435,51.375,53.715,55.418,1297.767,1265.277,1298.647,1285.426,4.809,2.127,23.036,21.263,2.004,52.23
480.5,0.648669234,0.64221202,0.640335568,0.639649244,0.629819465,3.201,0.70066,70.066,28.91,38.205,45.98,51.291,53.682,55.414,1299.531,1266.643,1303.38,1290.04,4.796,2.068,23.034,21.265,1.997,52.976
481,0.648903144,0.642052281,0.640287003,0.639635748,0.629775451,3.201,0.70066,70.066,29.012,38.842,46.457,51.383,53.733,55.462,1300.782,1267.951,1305.718,1293.457,4.795,2.068,23.036,21.276,2.002,52.969
481.5,0.649114467,0.641900535,0.640280758,0.639602634,0.629739193,3.2,0.70061,70.061,29.079,38.309,46.44,51.394,53.708,55.414,1298.564,1265.846,1297.506,1285.198,4.795,2.128,23.036,21.259,1.993,52.214
482,0.649230667,0.641809611,0.640363856,0.639605054,0.629704873,3.2,0.70061,70.061,29.066,38.191,46.212,51.398,53.73,55.462,1299.815,1266.813,1300.243,1287.989,4.815,2.068,23.036,21.274,2.005,52.219
482.5,0.649219942,0.641823194,0.640501968,0.639685738,0.629678633,3.201,0.70061,70.061,29.044,38.442,46.316,51.496,53.736,55.489,1300.043,1267.269,1300.072,1287.705,4.794,2.149,23.039,21.261,2.002,52.092
483,0.649111413,0.641946237,0.640599313,0.639857864,0.629671895,3.201,0.70061,70.061,29.046,38.29,46.458,51.39,53.73,55.442,1301.01,1268.577,1302.353,1290.325,4.795,2.068,23.036,21.266,2.001,52.267
483.5,0.648980343,0.642140626,0.640574378,0.640085597,0.629706601,3.202,0.70061,70.061,29.072,38.729,46.515,51.44,53.769,55.46,1298.848,1266.529,1296.594,1284.173,4.796,2.138,23.036,21.272,2.004,52.006
484,0.64890981,0.642355113,0.640432041,0.640282042,0.629809265,3.202,0.70066,70.066,29.093,38.358,46.509,51.374,53.65,55.37,1302.432,1270.228,1302.296,1291.122,4.794,2.088,23.036,21.263,1.998,52.326
484.5,0.648947517,0.642558873,0.640273153,0.640358881,0.629978844,3.201,0.70066,70.066,29.102,38.408,46.584,51.371,53.694,55.346,1299.929,1267.61,1296.651,1284.173,4.795,2.026,23.039,21.329,1.993,53.408
485,0.649085008,0.642749131,0.640231261,0.640300451,0.630168695,3.203,0.70056,70.056,29.06,38.714,46.81,51.499,53.777,55.459,1299.019,1266.7,1296.708,1284.515,4.795,2.046,23.036,21.331,2.001,52.179
485.5,0.649270743,0.642936554,0.640394307,0.640182756,0.630321062,3.203,0.70066,70.066,29.079,38.531,46.772,51.528,53.762,55.497,1297.597,1265.277,1305.718,1292.774,4.815,2.149,23.039,21.263,2.008,52.205
486,0.649442923,0.643127299,0.640765317,0.640110232,0.630417944,3.202,0.70056,70.056,29.075,38.448,46.825,51.445,53.662,55.397,1300.043,1267.781,1297.335,1284.116,4.793,2.126,23.036,21.139,1.989,52.352
486.5,0.649561325,0.643305005,0.641260578,0.64013628,0.630480555,3.205,0.70061,70.061,29.083,38.579,46.94,51.406,52.858,55.275,1301.067,1268.008,1304.521,1292.318,4.796,2.089,23.036,21.274,1.99,52.581
487,0.649618826,0.64342247,0.641734354,0.640243023,0.630522826,3.206,0.70061,70.061,29.078,38.376,46.532,51.353,53.715,55.417,1300.156,1267.667,1305.604,1292.318,4.799,2.09,23.038,21.265,2.001,52.342
487.5,0.649625581,0.643428209,0.642037562,0.640377534,0.630529908,3.209,0.70061,70.061,29.057,38.469,46.83,51.499,53.798,55.503,1300.782,1267.895,1297.791,1284.23,4.795,2.126,23.036,21.27,1.991,53.459
488,0.649588187,0.643319523,0.642091138,0.640489578,0.6304831,3.207,0.70061,70.061,29.047,38.251,46.815,51.487,53.754,55.462,1301.692,1269.09,1304.578,1292.66,4.796,2.087,23.036,21.265,2.001,52.346
488.5,0.649508685,0.643159455,0.64192025,0.64054195,0.630385088,3.205,0.70061,70.061,29.026,38.494,46.668,51.453,53.728,55.475,1299.986,1267.212,1305.034,1293.287,4.815,2.089,23.036,21.331,1.991,51.966
489,0.649395196,0.643024788,0.641621854,0.640506393,0.630256744,3.205,0.70066,70.066,28.998,38.276,46.706,51.308,53.604,55.34,1301.124,1268.748,1297.734,1285.426,4.795,2.108,23.036,21.331,2,52.37
